,ID,Name,FoodPreference,Age,Sex,Kitchen,Kitchen_Story,Kitchen_Longitude,Kitchen_Latitude,ID_2,Name_2,Age_2,Sex_2
48,48000,Lane Klein,veggie,86,female,yes,2,57.87973307938412,23.080587975526047,,,,
49,49000,Moises Greenholt,vegan,48,female,yes,9,59.93104302109746,5.7807597398230035,,,,
50,50000,Vanna Bogan,meat,57,male,yes,5,13.752274690482905,9.083241897531503,,,,
51,51000,Luther Franecki,none,81,other,maybe,3,92.80083103443054,21.484609104468507,,,,
52,52000,Broderick Frami,meat,8,male,no,3,41.16533401294666,24.491618497760705,,,,
53,53000,Tai Veum,meat,78,other,no,4,77.8461828705523,81.82658147232162,,,,
54,54000,Caleb Fahey,veggie,31,other,maybe,5,53.843064649111966,25.960220984710144,,,,
55,55000,Shane Labadie,none,77,female,maybe,9,58.871547076749835,41.54656851007679,,,,
56,56000,Soraya Tremblay,veggie,73,other,yes,8,30.842388091089504,98.58535400979117,,,,
57,57000,Ramona Kuphal,meat,34,female,yes,1,57.614759578670636,99.4800082938819,,,,
58,58000,Filiberto Mitchell,veggie,81,female,yes,7,73.14344934688341,33.66746615329426,,,,
59,59000,Trina Feil,none,9,female,yes,9,95.09254042756943,62.05927078444425,,,,
60,60000,Audie Okuneva,none,22,male,maybe,3,52.54660334019755,37.67024356386419,,,,
61,61000,Hassan Russel,none,38,female,yes,4,20.69227953903983,68.8850370380994,,,,
62,62000,Dannie Champlin,veggie,43,other,maybe,0,47.615962551786104,8.00958631117929,,,,
63,63000,Bryant Bruen,none,60,other,maybe,8,60.502167808153,53.639103272267526,,,,
64,64000,Owen Green,meat,36,other,maybe,2,83.24526143855263,53.54244115621084,,,,
65,65000,Mathilde Reynolds,veggie,71,female,maybe,7,92.92659711378987,81.44015723066725,,,,
66,66000,Rosalba Daugherty,veggie,67,other,yes,4,12.257847544082956,99.4009684985548,,,,
67,67000,Humberto Medhurst,veggie,20,female,no,2,48.84459701073642,52.820395420744944,,,,
68,68000,Marceline Hickle,vegan,87,male,no,2,4.842106073281208,14.524587507662103,,,,
69,69000,Jeffry Kreiger,none,84,male,yes,7,34.47539291875856,44.94678419046276,,,,
70,70000,Corinna Lakin,none,31,other,maybe,5,61.14742206245075,79.87275825672931,,,,
71,71000,Lesli Marquardt,veggie,30,other,yes,3,37.6928615622004,60.613184290308865,,,,
72,72000,Lazaro Fahey,veggie,74,female,yes,2,56.114366479037784,15.660298544998625,,,,
73,73000,Mila Howell,none,22,female,maybe,5,11.434159767257613,54.10134564065129,,,,
74,74000,Ashlie Kautzer,meat,36,other,yes,2,78.63032413197631,80.46929858596462,,,,
75,75000,Marylou Brown,meat,96,female,yes,5,47.67896644181725,54.538328810412125,,,,
76,76000,Brett Bayer,none,33,female,maybe,1,59.457306826276046,18.111025218644144,,,,
77,77000,Zada Emmerich,meat,17,male,maybe,0,31.30107804821248,97.6976893931686,,,,
78,78000,Son Goodwin,meat,2,other,maybe,8,29.189104716119623,59.35096528481581,,,,
79,79000,Sophie Murphy,none,88,other,maybe,2,74.45835917920543,91.50089090611873,,,,
80,80000,Lilian Moore,veggie,83,male,no,9,55.76129290889401,52.82244049877121,,,,
81,81000,Eboni Hirthe,none,80,other,maybe,7,59.98870800218382,64.67180145868696,,,,
82,82000,Carol Bernier,vegan,29,male,yes,0,45.67978594454852,87.32047711818787,,,,
83,83000,Chadwick Gerlach,veggie,4,other,no,4,92.10843054621421,78.27172360105482,,,,
84,84000,Shaunta Conn,meat,14,other,maybe,2,5.6085022488154905,29.804749305819144,,,,
85,85000,Jerry Kunze,none,69,other,no,4,46.04614898822058,60.29663421579907,,,,
86,86000,Iona Nolan,none,96,other,yes,0,19.891716593355298,97.43553111264654,,,,
87,87000,Elois Hand,vegan,73,other,no,4,50.44412856718684,93.74777448469773,,,,
88,88000,Benito Rippin,veggie,39,other,yes,5,53.72607633166927,32.99567797967484,,,,
89,89000,Frances Carter,vegan,62,male,no,6,35.599334013726775,42.13059217808413,,,,
90,90000,Judson Predovic,veggie,47,male,no,7,69.57124404407784,27.012962156879915,,,,
91,91000,Nikita Wisozk,none,63,other,maybe,0,35.12357219907564,42.39971231665423,,,,
92,92000,Nikia Stroman,vegan,94,male,yes,1,26.1955764690138,59.5337446045772,,,,
93,93000,Oren Prohaska,vegan,98,other,maybe,2,19.867374929872522,59.4917700929302,,,,
94,94000,Karl Stanton,meat,15,male,yes,6,84.93723716487736,72.61980113983728,,,,
95,95000,Elliott Reynolds,none,68,female,no,0,90.42870120055284,47.0312089110917,,,,
96,96000,Deangelo Prosacco,none,11,other,no,6,17.865089511240793,52.75280067654087,,,,
97,97000,Lera Marquardt,vegan,59,other,yes,1,98.73269592009102,54.68021883442096,,,,
98,98000,Particia Roberts,none,39,other,yes,0,73.02475173173909,80.06414639839095,,,,
99,99000,Claude Schaden,veggie,76,male,maybe,8,25.879392428484945,15.992205564034075,,,,
100,100000,Arianne Graham,veggie,54,female,maybe,1,89.37486457934837,13.177897994452845,,,,
101,101000,Elmo Funk,meat,87,other,no,4,11.547903928498865,62.58157685513671,,,,
102,102000,Cornelius Simonis,vegan,4,male,maybe,3,88.1675059390519,48.141337334833,,,,
103,103000,Omar Schinner,vegan,25,male,no,2,30.541044870266607,54.383547211429125,,,,
104,104000,Eulalia Welch,vegan,64,other,yes,9,97.83359780019079,12.021043231642558,,,,
105,105000,Doyle Olson,meat,5,female,no,0,11.069771809088472,47.79162770737106,,,,
106,106000,Willette Deckow,veggie,20,male,yes,2,66.71063948569574,31.262649753674147,,,,
107,107000,Trena Goyette,vegan,46,female,yes,4,59.15116918850589,57.42722850418985,,,,
108,108000,Rich Schoen,veggie,63,female,maybe,3,12.623062886265604,78.9460355585513,,,,
109,109000,Ruby Lebsack,none,7,other,maybe,7,23.627562830472822,90.13862342671271,,,,
110,110000,Merrie Hodkiewicz,meat,61,other,maybe,9,72.1927116621202,94.36016999145238,,,,
111,111000,Margarita Lubowitz,vegan,76,female,no,8,57.67680827294119,33.15454042304224,,,,
112,112000,Joycelyn Kutch,veggie,54,female,yes,2,90.88016316872638,34.34593538849579,,,,
113,113000,Wally Abernathy,veggie,93,female,no,9,30.925242443882784,59.54850269518333,,,,
114,114000,Elijah Beer,vegan,53,female,maybe,5,18.84750622076586,2.3517478241181102,,,,
115,115000,Wilbur Hane,meat,97,female,yes,2,52.094959805884734,53.4002184066989,,,,
116,116000,Galina Rippin,meat,67,female,no,2,93.23629425005072,99.83140546123745,,,,
117,117000,Leigh Langosh,none,8,female,maybe,2,90.56902440031452,58.52719166096935,,,,
118,118000,Hyo Von,meat,84,male,maybe,7,24.506274572319736,46.84652036864656,,,,
119,119000,Earle Fadel,vegan,24,other,maybe,5,9.765124620379039,61.26906553031517,,,,
120,120000,Domitila Gottlieb,meat,70,other,no,5,34.62228738491912,7.291474663081278,,,,
121,121000,Hildegarde Botsford,meat,52,female,no,6,87.85348111915376,34.221310054389704,,,,
122,122000,Sherlyn Casper,none,15,male,maybe,7,90.56902593908056,82.93334143391517,,,,
123,123000,Leonardo Adams,none,4,female,no,2,79.69141841484225,25.757185768672848,,,,
124,124000,Clyde Toy,veggie,43,female,yes,2,36.75215096765762,34.712701976072076,,,,
125,125000,Barry Quitzon,meat,80,other,maybe,2,4.16966748802888,34.98277157496944,,,,
126,126000,Dong Graham,vegan,13,male,yes,1,68.83435896484636,58.30162576552307,,,,
127,127000,Nereida Ebert,veggie,6,male,no,9,45.87043647234567,70.42293880655144,,,,
128,128000,Mitchell Reichel,none,11,other,no,6,17.884388162357666,99.29346524752717,,,,
129,129000,Teodora Bashirian,veggie,36,other,yes,3,28.50054354749016,64.30078351133908,,,,
130,130000,Tijuana Bruen,veggie,91,other,yes,3,2.3557619909328387,84.14982667876517,,,,
131,131000,Rubye Bergstrom,meat,51,male,yes,5,22.113629428460804,28.84941196487771,,,,
132,132000,Ali Kuhlman,meat,89,female,no,5,45.172395626592305,88.8349735324844,,,,
133,133000,Donn Koch,vegan,59,other,no,0,96.73232218604942,50.10795493406498,,,,
134,134000,Jen Ziemann,none,25,other,no,3,41.14741018570929,79.38740148903693,,,,
135,135000,Santos Cassin,none,70,other,maybe,8,6.13051912742446,35.170943952491605,,,,
136,136000,Mac Rempel,meat,49,other,maybe,5,56.20212258422883,46.88957516302669,,,,
137,137000,Kory Johnston,meat,4,female,no,5,74.83619377917523,54.838339986657964,,,,
138,138000,Johnathan Kuphal,meat,75,other,yes,8,10.190002010990149,20.626457676933374,,,,
139,139000,Horace Schowalter,meat,14,female,maybe,8,97.55927908956258,11.861650611834518,,,,
140,140000,Marlin West,veggie,32,other,no,2,9.67235672381849,28.148919873297462,,,,
141,141000,Demetrius Konopelski,none,65,other,maybe,6,27.749470764809388,36.11282296468178,,,,
142,142000,Julio Hintz,none,90,male,maybe,2,3.6089706251347957,48.561605403446755,,,,
143,143000,Malika Ortiz,meat,68,female,maybe,5,58.48793691053564,1.760840025656833,,,,
144,144000,Donetta Volkman,vegan,70,male,yes,7,40.31654253673126,21.896470741740554,,,,
145,145000,Minna O'Kon,veggie,0,other,yes,0,35.96545102925924,31.30968104192329,,,,
146,146000,Mitch Langosh,veggie,27,male,yes,0,69.02212871053811,89.24863120488496,,,,
147,147000,Devin Metz,vegan,77,other,maybe,0,33.56214326666338,74.39881846382278,,,,
148,148000,James Haley,vegan,6,female,yes,5,45.99647663062958,99.93242634913565,,,,
149,149000,Long Quitzon,vegan,69,other,maybe,6,55.78518984324322,87.69485937217436,,,,
150,150000,Noma Rolfson,vegan,59,other,maybe,6,66.9764186156593,53.442245082900136,,,,
151,151000,Alphonse Brakus,vegan,74,female,maybe,8,26.192934090238023,20.102077211036796,,,,
152,152000,Desmond Turner,veggie,4,female,no,8,49.73816968877719,64.66290384180755,,,,
153,153000,Aurelio Terry,meat,49,female,maybe,3,53.0588398302393,86.93833437588103,,,,
154,154000,Meta Green,vegan,98,female,yes,4,66.25078343915939,76.91966115368932,,,,
155,155000,Collin Bogan,meat,94,female,no,4,5.6505024446162775,90.93427639791389,,,,
156,156000,Stephen Ebert,meat,0,female,yes,9,29.486345479403028,67.45494433557037,,,,
157,157000,Normand Zemlak,none,83,female,maybe,8,12.156844814672832,70.15199695345666,,,,
158,158000,Christene Reichel,none,9,other,no,9,28.30777421143563,60.46534082529431,,,,
159,159000,Alana Emard,meat,62,male,no,2,50.81996349354828,14.67710260701972,,,,
160,160000,Keiko Lockman,none,28,male,yes,1,91.62614897603943,92.02488851072059,,,,
161,161000,Bryce Cremin,veggie,73,other,maybe,2,10.809073274499498,8.673395997739593,,,,
162,162000,Colby Dickinson,veggie,96,other,maybe,6,77.37853308143923,65.80689027655687,,,,
163,163000,Joline Kassulke,none,31,male,yes,9,64.9375597956362,13.778575608771126,,,,
164,164000,Gene Koelpin,meat,81,female,maybe,4,32.614036628303275,43.773210522964646,,,,
165,165000,Lacy Schmidt,veggie,23,male,no,0,68.04602677580758,85.90221775541283,,,,
166,166000,Refugio O'Hara,vegan,37,male,no,7,52.46169520508808,75.42650895781802,,,,
167,167000,Ayako Dach,meat,3,other,maybe,7,19.40173735688373,76.14658144559868,,,,
168,168000,Porsha McCullough,meat,59,male,no,1,27.638667126084876,9.14658643359914,,,,
169,169000,Tyra Marks,vegan,9,female,yes,6,35.272263973080946,28.06030118264087,,,,
170,170000,Violette Kozey,vegan,29,other,yes,7,75.97236641138498,65.83281541070122,,,,
171,171000,Manuel Harber,meat,33,male,no,9,34.421071872094636,37.30202119117943,,,,
172,172000,Paul Barrows,none,6,female,yes,2,6.263042982683518,29.43219676466303,,,,
173,173000,Jorge Schaefer,meat,93,male,maybe,0,83.76066944146265,68.5439750423627,,,,
174,174000,Oma Kuvalis,vegan,5,male,no,7,16.702887224278086,93.33949793793148,,,,
175,175000,Sergio Goldner,vegan,13,male,maybe,3,31.695187439705116,23.928514885332046,,,,
176,176000,Ines Fisher,meat,25,other,yes,7,36.5787003454659,85.88950580097521,,,,
177,177000,Edda Donnelly,none,20,female,maybe,9,66.12375348566619,52.610568933055475,,,,
178,178000,Stacey Mills,veggie,65,female,no,4,54.77844619474904,74.78496499935125,,,,
179,179000,Gabriella Wunsch,meat,54,female,yes,3,20.651584239078844,44.88482276089679,,,,
180,180000,Leonardo Olson,veggie,78,male,yes,1,31.461314556530652,76.65576174589606,,,,
181,181000,Margot Ondricka,meat,69,female,no,4,70.98716430344194,36.77087912305079,,,,
182,182000,Consuela Yundt,none,66,male,no,8,67.26300564650414,42.999454357563074,,,,
183,183000,Lewis McDermott,meat,2,other,maybe,8,85.60131941921891,93.95217339206543,,,,
184,184000,Tatiana Zemlak,veggie,81,female,maybe,1,60.918321048527034,28.737950959370135,,,,
185,185000,Isiah Rath,vegan,86,female,maybe,6,47.71849285484669,62.23095716703226,,,,
186,186000,Rey Morar,vegan,91,male,no,8,69.2049329547418,32.20352294667788,,,,
187,187000,Hunter Barton,none,55,male,no,8,68.46239074086891,73.7684406497307,,,,
188,188000,Jamar Runolfsdottir,meat,22,other,yes,4,17.615172815704824,23.893992623274453,,,,
189,189000,Martin Jakubowski,meat,49,male,maybe,2,26.44026678149947,11.63358455660343,,,,
190,190000,Tifany Welch,meat,98,other,no,4,96.79271855162581,34.26543505653027,,,,
191,191000,Otis Mayer,vegan,27,female,maybe,6,43.34736820087344,66.69237744481633,,,,
192,192000,Tracey Torp,vegan,21,female,maybe,5,11.631756674081764,99.27516403462005,,,,
193,193000,Corie Nikolaus,vegan,71,female,maybe,0,74.16826791120977,20.169385532238298,,,,
194,194000,Elmer Doyle,meat,75,other,no,6,69.81839688513135,71.90006521874227,,,,
195,195000,Nichol Wyman,none,41,female,maybe,5,22.615249756786298,93.63148705507699,,,,
196,196000,Jerold Sipes,meat,98,male,maybe,0,37.14333703924017,26.877142794894954,,,,
197,197000,Maricela Nader,veggie,95,male,no,9,64.0618004354509,12.34485246846415,,,,
198,198000,Royce Krajcik,none,3,female,yes,8,81.14071117128793,77.06371926024782,,,,
199,199000,Jamal Rath,vegan,33,other,maybe,3,83.14123093923853,89.52940120867405,,,,
200,200000,Raleigh Dickens,none,25,male,no,0,15.910964217603713,41.64308825349798,,,,
201,201000,Trinidad Schowalter,meat,72,female,yes,6,2.674981832099522,30.370578668687017,,,,
202,202000,Gustavo Lemke,veggie,14,male,no,4,42.52097426409155,35.29967117244899,,,,
203,203000,Chester Crona,veggie,54,female,yes,5,45.752361386001304,70.54801639561059,,,,
204,204000,Bree Crooks,none,68,female,no,3,46.39977202244458,78.09688076774425,,,,
205,205000,Ofelia Kerluke,veggie,50,male,no,3,45.21379490657242,24.469704717416924,,,,
206,206000,Matilda Quigley,vegan,39,male,yes,4,59.61025157529575,48.13877766885859,,,,
207,207000,Nolan Schumm,none,80,female,no,0,4.596952242762803,36.51524375443127,,,,
208,208000,Avery Deckow,none,54,male,yes,3,61.721893482490636,99.18203916387806,,,,
209,209000,Archie Macejkovic,veggie,29,male,yes,5,7.15874560857224,59.42627731686306,,,,
210,210000,Salvatore McCullough,none,10,female,maybe,8,17.620985421016304,68.72303733059469,,,,
211,211000,Arnulfo Langosh,vegan,59,other,no,4,83.02151321052729,94.91332587547149,,,,
212,212000,Maria Weber,meat,10,male,no,5,69.31189931908641,54.27452327775987,,,,
213,213000,Beau Harvey,none,2,other,no,1,65.52524703597336,24.413467880577056,,,,
214,214000,Rob McGlynn,vegan,8,female,yes,5,37.91535287767332,28.735095371912358,,,,
215,215000,Socorro Koelpin,vegan,36,other,yes,8,99.55234517950969,76.81950006383408,,,,
216,216000,James Yost,veggie,44,male,maybe,5,34.48411704596194,63.087011558998896,,,,
217,217000,Iraida Waelchi,vegan,18,female,no,4,10.806687895720827,8.470439014488004,,,,
218,218000,Helaine Lemke,veggie,11,other,yes,9,19.821677160766665,25.677495493479327,,,,
219,219000,Steven Block,none,24,male,no,2,17.86098747496737,95.09436638840069,,,,
220,220000,Marcella Wehner,none,6,male,no,7,3.762856207427823,48.89975867473719,,,,
221,221000,Christen Schimmel,meat,84,other,no,5,89.06362432737023,77.12519612776231,,,,
222,222000,Shakita Barton,veggie,72,other,yes,7,59.17577605439279,79.68835382999993,,,,
223,223000,Debi Durgan,veggie,97,other,no,3,79.87953136269537,5.725649966121063,,,,
224,224000,Jamar Flatley,none,29,female,no,2,85.08653803700807,58.882852359116065,,,,
225,225000,Carolynn Anderson,vegan,28,other,yes,3,63.96396107481838,78.48483997846412,,,,
226,226000,Catherine Kulas,veggie,8,male,no,1,46.799745558473035,4.372786205925969,,,,
227,227000,Gary Lesch,meat,46,male,maybe,3,72.54132260356518,42.94938599106856,,,,
228,228000,Mitch Thompson,meat,59,female,no,4,64.11858273693666,86.11306422381142,,,,
229,229000,Mariano Ondricka,none,29,male,maybe,2,37.1930824960647,20.202494704766806,,,,
230,230000,Jude Kuhic,veggie,17,female,maybe,4,14.61884855373096,1.605623638692721,,,,
231,231000,Leandra Daniel,vegan,43,other,maybe,8,56.906134948655506,74.83809369173254,,,,
232,232000,Tyson Balistreri,none,42,female,no,1,16.486942885878626,91.73532026024192,,,,
233,233000,Sidney Cummings,meat,64,female,maybe,7,23.061787308107753,24.49533263952271,,,,
234,234000,Chantel Johnston,veggie,27,other,yes,9,10.356418141056173,46.66348796711001,,,,
235,235000,Faustino Feeney,vegan,60,male,maybe,0,75.75557615897272,60.133276428706885,,,,
236,236000,Shelby Gleason,none,83,other,yes,0,82.58343095224129,64.95535745808962,,,,
237,237000,Luna Gerhold,vegan,20,other,no,4,79.7357142754729,38.192764688523546,,,,
238,238000,Phillis Howell,veggie,59,female,no,2,9.301424620715,7.8302706939382665,,,,
239,239000,Benedict Gorczany,vegan,95,male,yes,1,38.09497608150943,69.53627024741365,,,,
240,240000,Mitch D'Amore,none,92,other,yes,2,27.31908719517714,1.5162374696579988,,,,
241,241000,Damian Purdy,vegan,18,other,yes,3,71.36005962053422,48.44475460826012,,,,
242,242000,Dan Willms,vegan,19,female,no,2,16.70091627849226,36.10225153316848,,,,
243,243000,Jed Schoen,meat,79,other,maybe,0,26.214855628944907,63.5409357657825,,,,
244,244000,Weston Cummings,meat,98,female,no,3,2.5387051000415326,91.92523797922694,,,,
245,245000,Jeff VonRueden,meat,39,other,no,6,3.5816155078248832,30.160802350686552,,,,
246,246000,Kesha Collier,veggie,98,other,no,6,96.35396944106382,39.006981398111584,,,,
247,247000,Newton Walter,meat,89,other,no,5,6.061720238913877,97.15632368236805,,,,
248,248000,Chadwick Johnson,none,83,male,no,5,97.33871266427644,1.9343897741664113,,,,
249,249000,Maddie Bernhard,meat,45,other,maybe,8,82.0842255106323,72.1872256635046,,,,
250,250000,Nathalie Runte,none,14,male,no,2,37.54290065050762,43.40971461139705,,,,
251,251000,Erminia Tromp,meat,11,male,yes,8,42.91479309748628,65.61021915972361,,,,
252,252000,Cruz Hickle,vegan,31,other,maybe,0,79.86225371067373,95.06495974735002,,,,
253,253000,Alyce Hahn,none,46,male,yes,5,61.69284510083491,93.64398056225986,,,,
254,254000,Lance Buckridge,meat,83,male,yes,2,31.763974490889375,15.206808146666505,,,,
255,255000,Johnnie Kilback,meat,72,other,maybe,9,2.170826350468965,26.269793603828813,,,,
256,256000,Florentina Armstrong,vegan,48,male,no,4,98.87295222550455,60.95126779295974,,,,
257,257000,Olin Gottlieb,none,22,female,yes,0,26.954248907495586,45.85432373404759,,,,
258,258000,Hubert Yundt,meat,69,male,yes,0,4.190622194758211,63.92231826749541,,,,
259,259000,Junior Brekke,none,87,female,yes,9,24.20941095479112,86.39548941742648,,,,
260,260000,Adrian Barton,meat,1,female,yes,0,23.748883635361068,45.426860192850995,,,,
261,261000,Tiffany Cormier,none,16,other,yes,1,83.44452570334543,50.814553269836914,,,,
262,262000,Carlo Jones,vegan,28,female,maybe,8,22.68119878679272,9.23511484864574,,,,
263,263000,Kenny Bruen,vegan,50,other,maybe,2,33.014022213817384,95.54734239200137,,,,
264,264000,Clair Moore,veggie,62,other,yes,8,65.58087280576795,91.02460093180288,,,,
265,265000,Walter Smitham,vegan,99,female,no,1,66.00486921638894,78.39076314660865,,,,
266,266000,Porsha Goldner,meat,18,other,no,9,47.00347664954648,16.593121521926648,,,,
267,267000,Dannie Skiles,vegan,5,male,yes,8,58.096800989706246,44.912733795320705,,,,
268,268000,Leila Breitenberg,vegan,80,female,yes,1,92.42153712604912,90.2048712819635,,,,
269,269000,Gussie Greenholt,none,51,other,maybe,5,57.725412919720526,55.9772848916153,,,,
270,270000,Orlando Stroman,vegan,33,female,maybe,3,86.28931579438213,42.40847384141097,,,,
271,271000,Steven Schmitt,veggie,40,female,no,4,89.11498322937736,92.15555556715253,,,,
272,272000,Jolynn Schmeler,vegan,12,female,maybe,0,74.91391686436879,78.96643197907305,,,,
273,273000,Lenard Weissnat,veggie,96,other,yes,8,91.7671566549624,49.184389220237826,,,,
274,274000,Veola Keeling,meat,4,other,no,4,76.76818342230081,6.935106571620025,,,,
275,275000,Chris Daugherty,veggie,77,female,no,3,18.977349267963586,71.28103744737388,,,,
276,276000,Alta Quitzon,meat,13,female,no,2,86.49362972693746,88.83450612045988,,,,
277,277000,Ward Luettgen,none,87,male,maybe,9,67.92313327940741,15.219257876585964,,,,
278,278000,Herb Smitham,meat,6,other,yes,1,76.06870185667964,89.1352039786996,,,,
279,279000,Ulysses Willms,none,62,male,maybe,8,27.700674529594384,2.35670437371823,,,,
280,280000,Tim Morar,vegan,46,other,no,0,71.52354307538526,5.285214583944158,,,,
281,281000,Lon Cassin,vegan,75,male,no,0,39.5323469319944,69.435782070923,,,,
282,282000,Shaquana O'Hara,vegan,73,male,yes,4,96.39007898813463,48.31795402661644,,,,
283,283000,Jame Lakin,veggie,23,other,yes,9,59.56872250340313,89.70360115758486,,,,
284,284000,Delorse Wunsch,none,51,male,no,6,79.93613794474153,30.576810731849037,,,,
285,285000,Dusty Powlowski,meat,36,female,maybe,6,63.78362994142046,65.93804413572411,,,,
286,286000,Kim Zboncak,veggie,13,other,maybe,4,6.475033730863344,6.221547417155518,,,,
287,287000,Randy Gleichner,meat,3,female,maybe,2,13.362144617787774,53.78583478124962,,,,
288,288000,Dewitt Kunze,meat,77,male,no,8,62.17827133030978,25.643496063158043,,,,
289,289000,Jayson Walter,vegan,1,male,no,1,11.869127702901066,28.855115816643924,,,,
290,290000,Darnell Stroman,meat,58,male,maybe,3,15.953078175989841,67.63746054479267,,,,
291,291000,Amy Williamson,none,18,female,yes,7,11.389931851882505,3.7610665151117697,,,,
292,292000,Estrella Feeney,none,31,male,no,1,80.87301339454636,30.604258774684943,,,,
293,293000,Marhta Koelpin,veggie,52,other,maybe,6,38.696729532749906,16.80431459493451,,,,
294,294000,Omar Emard,vegan,77,female,maybe,8,68.60974671266365,67.46927635168574,,,,
295,295000,Lazaro Ebert,meat,70,female,yes,5,90.9328062545596,4.476816853021418,,,,
296,296000,Louis Hegmann,none,51,male,maybe,6,55.23510915583508,64.01665538651406,,,,
297,297000,Cecile Boyer,veggie,12,male,maybe,0,80.17470383782526,95.57076299966901,,,,
298,298000,Sal Schultz,meat,17,other,yes,2,19.27901626255634,25.001199869852616,,,,
299,299000,Zoe Davis,vegan,16,female,no,1,23.04390019384774,27.110211541643935,,,,
300,300000,Scotty Reinger,none,73,female,yes,9,87.607654269072,67.78700288627306,,,,
