,ID,Name,FoodPreference,Age,Sex,Kitchen,Kitchen_Story,Kitchen_Longitude,Kitchen_Latitude,ID_2,Name_2,Age_2,Sex_2
80,80000,Brigid Carter,vegan,97,other,yes,8,61.192199626779974,72.94092693247269,,,,
81,81000,Larae MacGyver,veggie,81,female,no,2,78.1818797083416,53.00635558474836,,,,
82,82000,Lisette Barton,none,60,female,yes,8,83.01481988533016,76.40163921066868,,,,
83,83000,Floyd Koch,meat,21,other,maybe,5,46.88455182702814,3.8915788117617436,,,,
84,84000,Shirley Jaskolski,meat,53,female,maybe,5,46.07539948070981,16.585464948975762,,,,
85,85000,Brenton McCullough,vegan,21,male,maybe,1,16.38008673400445,10.859210074992829,,,,
86,86000,Moises Emard,meat,25,other,no,3,82.00583885828452,73.34467385369395,,,,
87,87000,Val Hodkiewicz,none,80,male,maybe,3,47.49581996577423,78.4020723805519,,,,
88,88000,Tawanda Tillman,vegan,23,female,yes,1,3.6757253949019035,47.723547563329234,,,,
89,89000,Abram Becker,meat,24,male,yes,2,91.20142399028721,30.02172853996791,,,,
90,90000,Helaine Kuphal,none,85,other,yes,3,13.412384469175855,17.94506384140803,,,,
91,91000,Ira Deckow,vegan,2,male,maybe,8,80.98150389429796,29.890299377084492,,,,
92,92000,Marty Ernser,meat,55,female,no,6,34.55061248904797,38.57495188385572,,,,
93,93000,Asa Fisher,meat,8,female,maybe,6,16.814158522006103,54.64302268899791,,,,
94,94000,Clark Zboncak,none,39,female,maybe,3,60.625434098388475,51.185415813003395,,,,
95,95000,Joaquina Stamm,vegan,67,male,maybe,8,98.26502953260716,32.2638327864711,,,,
96,96000,Hyun Krajcik,vegan,5,male,no,9,16.199804359244247,18.803957079911488,,,,
97,97000,Ginette Jacobi,none,38,female,yes,5,73.03155133135144,99.81523520886317,,,,
98,98000,Wallace Schultz,none,89,male,yes,0,6.277236155315799,93.66740064255245,,,,
99,99000,Vonnie Bode,meat,59,other,yes,8,65.0662323512229,92.82593784297057,,,,
100,100000,Siobhan Macejkovic,veggie,92,other,maybe,3,91.44640960977402,7.579985729679297,,,,
101,101000,Columbus Sauer,veggie,4,female,maybe,7,50.69676934577347,23.89870947957058,,,,
102,102000,Arvilla Skiles,none,53,other,yes,0,57.828181801602014,59.7963225917492,,,,
103,103000,Winston Lang,veggie,50,male,no,0,6.648646006986113,93.70686637399142,,,,
104,104000,Tony Hodkiewicz,veggie,84,male,maybe,5,44.63479251582771,75.53138627679421,,,,
105,105000,Alvin Hegmann,none,63,male,no,6,78.14970390789061,60.7019862876467,,,,
106,106000,Trenton Skiles,meat,54,other,yes,0,67.6793735159865,60.43734709694885,,,,
107,107000,Tony Schmitt,vegan,11,female,no,9,61.74994223571785,72.3260186988401,,,,
108,108000,Ping Gislason,veggie,76,male,yes,9,49.93442458448348,25.442176549443698,,,,
109,109000,Kurt Morar,meat,67,female,yes,8,73.6532210528225,32.71633867531591,,,,
110,110000,Rachal Mitchell,none,5,female,maybe,5,13.794337547760222,83.67634471403974,,,,
111,111000,Selina Becker,none,22,other,maybe,8,13.764452025474412,45.68872255073059,,,,
112,112000,Verlie Raynor,meat,45,other,no,6,93.82774800140042,19.924011635417198,,,,
113,113000,Clelia Kemmer,veggie,96,male,yes,9,33.87843393514656,78.05197878748695,,,,
114,114000,Evan Friesen,veggie,45,other,yes,2,94.4557266323805,40.97277777460049,,,,
115,115000,Millard Rippin,none,3,male,no,8,39.59965321762453,47.69129382559677,,,,
116,116000,Jerrod McKenzie,meat,26,male,yes,6,52.55255363118041,43.09499876173301,,,,
117,117000,Jamar Hartmann,none,71,female,maybe,6,42.40487022388845,38.102536138946625,,,,
118,118000,Mariann Skiles,meat,94,male,yes,8,98.89714285546502,11.71320755840249,,,,
119,119000,Georgetta Hudson,veggie,25,other,no,4,61.8785123924402,49.31016106572357,,,,
120,120000,Socorro Emmerich,veggie,57,male,no,8,46.93257158905993,96.26706968711584,,,,
121,121000,Grant Mueller,none,0,female,yes,2,65.5728716442115,15.917562290013036,,,,
122,122000,Dakota Fadel,meat,43,male,yes,3,36.91830696092956,79.34868113610301,,,,
123,123000,Lynsey Wisozk,none,76,other,no,5,34.49293746735627,88.37306652899701,,,,
124,124000,Philip Brekke,veggie,98,female,no,7,77.02742244062756,29.57294458375622,,,,
125,125000,Nolan Johnson,meat,63,male,yes,5,78.502974519817,26.231824142496805,,,,
126,126000,Harland Wolf,none,46,male,maybe,9,57.547770931916936,78.04503690388117,,,,
127,127000,James Nicolas,none,42,female,maybe,5,80.16160645234869,24.90629828613378,,,,
128,128000,Jerome Botsford,meat,54,female,no,6,42.76554540815316,70.85523935155405,,,,
129,129000,Loris Blanda,vegan,57,male,maybe,1,21.99973978411707,84.69633065592515,,,,
130,130000,Verdell Dibbert,vegan,26,female,yes,2,54.08113377052037,75.25106823812239,,,,
131,131000,Elia Kihn,vegan,33,other,yes,6,60.71738560520056,8.537828257158466,,,,
132,132000,Celeste Boyer,veggie,83,female,no,9,79.95287580883566,4.844636403501692,,,,
133,133000,Cheryl O'Keefe,veggie,15,male,yes,0,16.991095020736264,30.76092403663329,,,,
134,134000,Isreal Runolfsson,none,24,other,no,4,67.40406571487937,16.62908963833307,,,,
135,135000,Karie Rolfson,vegan,12,male,no,5,27.391278001842515,31.040198838888987,,,,
136,136000,Alicia Parker,none,82,male,no,9,61.34577581056138,47.456983072601666,,,,
137,137000,Lera Weber,none,99,female,maybe,8,74.0446137572388,82.74550213235757,,,,
138,138000,Alvaro Jaskolski,none,76,female,no,9,23.19657591229067,73.90334618348838,,,,
139,139000,Dusty Schuster,veggie,70,female,yes,1,94.14514224055296,28.846909367688166,,,,
140,140000,Earl Kassulke,veggie,28,female,yes,8,95.19878041556308,12.441539563188762,,,,
141,141000,Tia Graham,veggie,17,male,yes,1,78.72145033674937,42.71480241716451,,,,
142,142000,Waylon Walker,none,80,other,no,0,76.5127440846209,68.30614244566745,,,,
143,143000,Len Fisher,meat,79,male,yes,3,60.09391716797389,31.318467487975685,,,,
144,144000,Geraldine Hackett,vegan,21,other,maybe,5,10.92200021930878,22.812272634487783,,,,
145,145000,Joan Nader,none,8,male,no,5,11.429445164967815,86.16923861813777,,,,
146,146000,Contessa VonRueden,veggie,4,other,maybe,5,98.86118554182767,89.19342189257867,,,,
147,147000,Carrol Mueller,vegan,82,female,no,5,97.64083948134626,49.504431481714974,,,,
148,148000,Gregg Pouros,vegan,3,other,maybe,4,17.058750588900875,54.5667342120927,,,,
149,149000,Delbert Grady,none,20,male,maybe,4,3.244619240256185,62.67957068924608,,,,
150,150000,Kathy Schuster,none,43,other,maybe,0,65.91869682919466,33.53810607362204,,,,
151,151000,Shon Stoltenberg,none,91,other,yes,4,31.646896889965277,81.42731615465308,,,,
152,152000,Lincoln Abshire,veggie,33,male,maybe,8,96.79104020446466,79.99072547086367,,,,
153,153000,Lorina Hickle,vegan,6,male,yes,2,77.8455646768874,6.074881639661589,,,,
154,154000,Shantel Ward,none,37,female,yes,4,76.23627948250245,80.890564857891,,,,
155,155000,Elene Feeney,vegan,28,female,maybe,7,67.75245554525378,71.40056896056467,,,,
156,156000,Tresa Brakus,meat,70,other,maybe,2,31.83077879172482,81.60214551054383,,,,
157,157000,Myron Harber,meat,47,female,no,1,48.07075212832773,17.02004584773451,,,,
158,158000,Sammy Harber,veggie,15,male,yes,3,94.8539417198758,54.59297013309465,,,,
159,159000,Marshall Dare,veggie,92,other,maybe,5,14.029553192131793,86.71288731255387,,,,
160,160000,Dwayne Hegmann,vegan,13,female,maybe,9,48.445648835367955,11.932323611124161,,,,
161,161000,Queen Simonis,vegan,91,female,yes,6,71.171730650837,7.286859141765108,,,,
162,162000,Flora Gorczany,none,96,male,no,5,32.3652517110628,21.286254830588767,,,,
163,163000,Gertha Konopelski,meat,43,other,no,5,61.425929274169114,54.69644704470612,,,,
164,164000,Lincoln Russel,meat,59,female,yes,4,10.995160297441146,51.9955801953637,,,,
165,165000,Brittni Dare,none,76,male,maybe,7,38.435942226727796,53.20664901945338,,,,
166,166000,Signe Kiehn,meat,95,other,yes,5,10.118584052799173,48.78675115668739,,,,
167,167000,Amado Bashirian,veggie,87,male,yes,3,9.144356702853754,28.775558663269248,,,,
168,168000,Darlena Buckridge,meat,87,female,no,1,16.18952923324047,54.11646532288367,,,,
169,169000,Maybelle Reichel,none,40,female,yes,3,79.90398037729454,2.813900610055491,,,,
170,170000,Arletha Little,vegan,75,other,yes,1,68.72974809841759,33.10017688628756,,,,
171,171000,Isaura Roberts,veggie,64,other,no,7,52.45133239082665,92.21375416595951,,,,
172,172000,Noah Corkery,veggie,30,other,no,4,23.583220310137392,67.99307425265566,,,,
173,173000,Elizabeth Mayert,meat,62,other,yes,1,45.604248524106275,67.8889213275538,,,,
174,174000,Carmelita Brekke,veggie,54,male,no,4,5.901977771354873,29.85684328973286,,,,
175,175000,Drusilla Purdy,none,97,female,no,4,50.03356730252835,37.852800753790255,,,,
176,176000,Nickolas Brown,none,18,male,maybe,0,40.896686692074496,73.7276796087999,,,,
177,177000,Diane Jaskolski,meat,6,male,no,2,91.15024280834281,24.6968763968289,,,,
178,178000,Federico Jacobson,none,84,other,no,3,96.01731951341858,22.6039821043986,,,,
179,179000,Veda Spencer,meat,82,other,no,7,26.681680812570754,81.09184131854522,,,,
180,180000,Myrtle Leffler,veggie,37,female,yes,9,14.12069890839652,25.26858885089651,,,,
181,181000,Rasheeda Schamberger,vegan,86,female,maybe,2,6.78697458131506,48.49332031557831,,,,
182,182000,Sherrill Altenwerth,none,58,male,no,1,86.53488512119613,85.60509710001763,,,,
183,183000,Ulysses Ebert,vegan,26,other,no,4,51.34981334865379,79.41759050475537,,,,
184,184000,Michaele Donnelly,meat,59,other,no,9,82.27177491019222,9.454152734800426,,,,
185,185000,Brice Schulist,vegan,74,other,no,9,42.06272412360332,91.37637820567168,,,,
186,186000,Paris Cormier,meat,8,female,maybe,3,63.84141413001357,57.395291381316795,,,,
187,187000,Merna Smitham,meat,92,female,no,1,47.029667636766234,23.386077581879814,,,,
188,188000,Garrett Littel,none,93,female,no,2,69.82198904826193,78.08149745040899,,,,
189,189000,Ursula White,vegan,95,other,no,1,79.32419695591324,89.26510063944018,,,,
190,190000,Mauro Senger,veggie,60,other,no,2,7.024922430322133,55.50665778438212,,,,
191,191000,Graciela Wilderman,none,13,other,maybe,8,21.60315851701545,96.27281753008164,,,,
192,192000,Lucien Bartoletti,none,64,other,yes,6,25.393809122070554,78.60357754640621,,,,
193,193000,Yahaira Lehner,vegan,32,male,no,9,23.63723642081565,6.357810242768463,,,,
194,194000,Bill Rosenbaum,veggie,37,other,maybe,9,59.69702366297369,77.5736528479276,,,,
195,195000,Hertha Muller,veggie,13,other,no,5,38.038816097792385,75.05632317016517,,,,
196,196000,Sandy Dooley,vegan,95,female,yes,7,46.96891727695686,31.813718905648102,,,,
197,197000,Estrella Kertzmann,vegan,38,female,no,7,76.11060018014167,61.69082745264858,,,,
198,198000,Lahoma Gorczany,vegan,42,female,no,1,94.21617408022315,46.396632882614675,,,,
199,199000,Lane Bashirian,vegan,67,male,maybe,9,89.671043260047,74.57713186295959,,,,
200,200000,Hiram Wisoky,vegan,23,female,yes,1,70.41745405341227,9.830027035020045,,,,
201,201000,Jadwiga McGlynn,vegan,72,female,yes,9,62.20418658098113,63.29219797993428,,,,
202,202000,Paul Grimes,none,1,male,yes,8,69.46664680000603,17.754524133241247,,,,
203,203000,Evan Spinka,vegan,11,female,yes,8,84.24486113710601,71.47748785756313,,,,
204,204000,Jeremy Fahey,veggie,73,female,no,8,75.35598452750561,88.50881209927493,,,,
205,205000,Anna Stehr,vegan,27,female,yes,9,55.68963438284318,70.96611725049898,,,,
206,206000,Christoper Macejkovic,none,82,male,maybe,6,82.03225235377555,99.62735109867239,,,,
207,207000,Clarence Kuhn,veggie,17,female,yes,1,22.050809324037196,82.45653982912803,,,,
208,208000,Pauline Kris,veggie,8,male,yes,3,60.02706490053076,65.02917093102837,,,,
209,209000,Lonnie Block,none,16,female,yes,9,77.37981967403013,42.187487851374854,,,,
210,210000,Hollis Price,veggie,69,female,maybe,8,7.556343624519307,76.00010621537639,,,,
211,211000,Monte Okuneva,vegan,20,other,no,5,33.90169668780687,65.01182889181402,,,,
212,212000,Shannon Jenkins,none,32,male,maybe,1,47.29929429935049,89.2784045121554,,,,
213,213000,Jean Runolfsson,none,54,other,no,9,24.89584986051858,65.61667390920759,,,,
214,214000,Santos Greenfelder,meat,34,male,no,2,49.720568194531445,47.006989598789616,,,,
215,215000,Rodney Ferry,none,17,other,yes,4,23.85128739799839,48.77978535548922,,,,
216,216000,Annita Goyette,none,13,male,maybe,7,63.0215563065276,63.02941177195205,,,,
217,217000,Lance Becker,vegan,15,male,yes,6,96.37485757029502,71.01812357480588,,,,
218,218000,Osvaldo Purdy,none,48,male,yes,1,37.76568696376133,9.695168287263792,,,,
219,219000,Dorian Romaguera,veggie,39,male,no,6,25.147434362737357,79.16932118882708,,,,
220,220000,Dillon Klein,meat,58,female,no,9,88.3615242215944,92.01742139052145,,,,
221,221000,Sudie Heathcote,none,83,female,yes,2,49.87839025264699,33.34776102294894,,,,
222,222000,Kaila Collins,veggie,70,female,yes,2,99.42412976812557,81.66486934277326,,,,
223,223000,Terry Gusikowski,veggie,10,female,no,1,80.99735320615507,90.08279654062277,,,,
224,224000,Dalton Hamill,none,29,male,yes,1,96.44539810740332,99.09947155310213,,,,
225,225000,Tessa Zboncak,none,74,other,no,3,30.768991213172693,35.81319312591638,,,,
226,226000,Johnathan Mueller,vegan,29,female,no,9,88.38479062162729,51.53812058718597,,,,
227,227000,Norbert Wiza,none,35,other,maybe,8,32.80892403060598,92.17623438112335,,,,
228,228000,Gaye Gleichner,vegan,46,female,maybe,5,73.26569877062686,47.03470314993662,,,,
229,229000,Velva Ruecker,none,39,female,yes,2,10.103987066736284,70.37116532923477,,,,
230,230000,Eleni Cole,none,18,other,yes,7,96.64855122061076,45.06502029685482,,,,
231,231000,Werner Kemmer,none,42,other,no,0,79.8188769733272,31.537842492633732,,,,
232,232000,Jerlene Olson,none,7,male,maybe,9,14.172763353079711,41.29099656540918,,,,
233,233000,Dell Stark,veggie,98,male,yes,6,72.77350735652912,79.39700303601653,,,,
234,234000,Samuel Mueller,veggie,91,female,no,7,51.67651928421823,52.60491336920743,,,,
235,235000,Vonnie Prosacco,meat,38,female,no,1,58.85301524029473,86.88539267775722,,,,
236,236000,Florencio Anderson,meat,34,female,no,6,69.20968446231846,21.38851755905898,,,,
237,237000,Whitney Corkery,meat,90,female,yes,6,20.95286852789016,2.741296832081632,,,,
238,238000,Lourie Hodkiewicz,vegan,62,female,maybe,4,99.52984854661395,5.675822644667681,,,,
239,239000,Robert Feest,none,63,other,yes,6,18.76439899068463,91.85135615784677,,,,
240,240000,Candance Cole,vegan,77,female,maybe,1,59.71748058548193,93.54494303371827,,,,
241,241000,Dusty Littel,meat,84,male,no,0,63.69347135027869,59.43256227115797,,,,
242,242000,Alan Kuhic,vegan,41,other,yes,6,15.58408861854798,26.46867370166333,,,,
243,243000,Trey Hegmann,vegan,72,female,yes,3,55.70243959223624,17.712889024667064,,,,
244,244000,Cinda Fadel,veggie,19,other,maybe,2,2.6714576723695123,88.23397215116005,,,,
245,245000,Numbers Hyatt,meat,7,female,yes,7,51.081314881935164,70.01258155562539,,,,
246,246000,Jonnie Howe,vegan,32,male,no,7,14.429416830069359,52.938625248067375,,,,
247,247000,Art Krajcik,none,50,female,maybe,9,86.8146194540576,5.306610917217654,,,,
248,248000,Nigel Gerlach,meat,8,female,maybe,2,18.851678820774087,11.346646430100936,,,,
249,249000,Thi Abshire,vegan,6,male,yes,6,48.067522601165095,74.17505430384956,,,,
250,250000,Thomasena Brakus,none,42,male,no,7,23.043720693812542,61.20326471956101,,,,
251,251000,Noriko Watsica,meat,62,other,no,0,95.00005858109976,77.42716777481716,,,,
252,252000,Stanley Schroeder,none,82,male,no,2,54.342844373433934,30.993762637379707,,,,
253,253000,Rodolfo Hegmann,vegan,71,other,no,8,92.63425996630822,66.50538099201901,,,,
254,254000,Lovella Haag,meat,86,male,no,2,42.00751559692135,66.7424900026513,,,,
255,255000,Silas Johnston,none,12,female,maybe,7,64.3240366238145,94.24727493662762,,,,
256,256000,Cynthia Fadel,none,34,other,no,1,84.10309850951357,65.07173745963854,,,,
257,257000,Fidel Rowe,veggie,62,female,no,4,33.99396601082985,52.59715497720498,,,,
258,258000,Lanell Cummings,veggie,4,female,no,3,59.70424032517168,49.07070190700987,,,,
259,259000,Shane Mitchell,none,8,male,yes,6,65.15634928495815,77.8488388674156,,,,
260,260000,Lai Bashirian,none,93,female,maybe,8,61.827201843446026,11.26058433641918,,,,
261,261000,Florence Ratke,meat,26,female,yes,0,36.043907523229066,36.950295955371445,,,,
262,262000,Mercedes Thompson,none,54,other,yes,9,49.09627247946682,69.52728976222147,,,,
263,263000,Rosaria Rowe,veggie,52,male,yes,4,53.69873702120973,55.028337901707594,,,,
264,264000,Nickolas Klein,vegan,40,other,yes,3,9.207910529005476,14.020861813884874,,,,
265,265000,Sueann Bradtke,veggie,75,female,no,1,38.29312855450599,18.19220685740092,,,,
266,266000,Shannan Shields,meat,8,female,yes,0,36.17369621873291,6.05511731128719,,,,
267,267000,Jerry Cormier,veggie,32,female,no,6,21.302798357762203,95.19126265033778,,,,
268,268000,Gail Sporer,none,79,male,yes,8,13.367597059246833,52.73258373734838,,,,
269,269000,Myong Ondricka,none,18,male,no,4,49.774722508504894,28.72589290587905,,,,
270,270000,Tess Rosenbaum,none,37,other,no,8,80.29422124630587,59.663278502536784,,,,
271,271000,Nigel Parker,none,19,female,maybe,9,91.76904853592436,41.427826939396546,,,,
272,272000,Lucile Schaden,veggie,54,male,maybe,8,94.16742369157264,93.5588897679761,,,,
273,273000,Esta Gleichner,none,24,other,maybe,8,49.578492907568545,48.58395396026018,,,,
274,274000,Jaqueline Morissette,none,23,male,no,5,83.29938964351895,52.645669074071314,,,,
275,275000,Shawana Williamson,vegan,54,male,yes,2,53.663929257159516,96.54505312775817,,,,
276,276000,Derick Pfeffer,veggie,52,female,yes,1,80.2418529567091,78.61698586020853,,,,
277,277000,Kent Effertz,none,27,other,yes,2,64.77411291739865,14.119270598756792,,,,
278,278000,Sherman Bode,veggie,6,female,no,6,99.36791031478964,75.88104643363283,,,,
279,279000,Dewitt Maggio,meat,89,female,yes,2,70.75449538862685,29.77331833751193,,,,
280,280000,Donella Ritchie,vegan,95,other,maybe,1,47.33471118428496,84.65402311147643,,,,
281,281000,Simonne Walsh,none,2,female,no,9,50.28897933394505,77.11842383107236,,,,
282,282000,Susie Shanahan,veggie,76,male,maybe,7,41.12931644160745,9.72750722908812,,,,
283,283000,Santos Robel,none,95,male,no,6,75.31669307652149,4.319665928302046,,,,
284,284000,Teddy Hodkiewicz,none,51,male,maybe,9,26.262283208104254,96.59395637624623,,,,
285,285000,Meredith Zieme,none,53,male,maybe,5,28.55761070375499,37.72300861080114,,,,
286,286000,Roselyn Gibson,meat,4,female,yes,1,27.335673965597547,55.472739052407675,,,,
287,287000,Jani Okuneva,meat,32,female,no,6,36.300330425249406,48.99912080796229,,,,
288,288000,Bruce Mayer,none,48,other,yes,1,35.393534815262136,97.91764318699506,,,,
289,289000,Keisha Daugherty,vegan,66,male,yes,8,95.75103394644728,83.25820617191596,,,,
290,290000,Fran Hermann,veggie,34,other,no,8,59.519000281003926,80.32977537048924,,,,
291,291000,Van Trantow,none,47,female,yes,0,5.623636370394628,55.620523207270395,,,,
292,292000,Silas Russel,none,97,female,no,6,60.89344260194677,49.934831555013155,,,,
293,293000,Marisa Kub,none,57,other,maybe,7,37.96505271675676,18.776151647392023,,,,
294,294000,Lacresha Christiansen,veggie,60,male,yes,0,20.176336075565427,99.0048593139441,,,,
295,295000,Emory O'Conner,veggie,85,female,maybe,7,93.79570301371503,70.1957867748209,,,,
296,296000,Ernest Skiles,meat,71,male,yes,6,45.19024124102707,16.451369663491853,,,,
297,297000,Josephina Jacobson,vegan,26,female,maybe,1,13.061113985975929,14.251899995386548,,,,
298,298000,Palmira Langworth,vegan,80,other,no,8,29.005421031829695,95.63280691385677,,,,
299,299000,Katrice Friesen,none,22,other,no,7,7.669599279598532,43.47519442608181,,,,
