,ID,Name,FoodPreference,Age,Sex,Kitchen,Kitchen_Story,Kitchen_Longitude,Kitchen_Latitude,ID_2,Name_2,Age_2,Sex_2
49,49000,Sung Walker,vegan,46,female,maybe,7,62.03994620818279,7.896722594953555,,,,
50,50000,Blair Schuster,meat,79,female,no,0,34.83290806841115,39.25223883846902,,,,
51,51000,Jewell Thiel,veggie,51,male,yes,2,49.951054068888816,58.309033184370826,,,,
52,52000,Zoraida Von,none,77,male,no,0,53.068826560808745,90.70731098043466,,,,
53,53000,Spring Conroy,none,40,female,maybe,4,38.112723743561496,75.78854995839013,,,,
54,54000,Tyler Vandervort,meat,85,female,yes,5,46.02583537328219,27.708880368954347,,,,
55,55000,Heide Feest,vegan,3,other,maybe,8,22.74917667801988,53.32760500265446,,,,
56,56000,Sommer Blick,meat,91,male,maybe,3,34.08359866581533,40.102142132415274,,,,
57,57000,Wilburn Monahan,none,51,male,no,2,43.97772934751697,70.9672281903858,,,,
58,58000,Xavier Jones,meat,17,other,no,8,50.76530889112858,14.875865486608433,,,,
59,59000,Abram Bradtke,veggie,90,female,maybe,2,55.517933394529024,81.96639568697317,,,,
60,60000,Jonathan Hyatt,vegan,23,other,maybe,0,59.64620504437039,68.82374938310852,,,,
61,61000,Lesha Aufderhar,meat,58,male,no,2,88.7094438873643,11.127410507393268,,,,
62,62000,Benedict Feil,meat,13,male,yes,1,72.31487888801598,31.67861615383866,,,,
63,63000,Joan Johnson,vegan,38,other,maybe,0,52.092332569373205,33.13788733308276,,,,
64,64000,Gonzalo Metz,meat,72,female,maybe,6,57.86809276699942,97.28437442461689,,,,
65,65000,Penni Kuhlman,veggie,54,other,no,4,16.665731589762437,69.61131089863468,,,,
66,66000,Rolanda Pagac,none,60,male,maybe,1,38.962527471809295,55.291669077910285,,,,
67,67000,Neta Connelly,veggie,71,female,maybe,5,40.629295750216336,62.36951933365295,,,,
68,68000,Theo Runolfsdottir,veggie,14,other,yes,0,76.93008763153455,62.03149785904433,,,,
69,69000,Richard Hilll,meat,29,female,no,5,88.57764857661674,17.264883732291047,,,,
70,70000,Noel Reilly,veggie,45,female,yes,4,20.411031755754014,32.39345807213018,,,,
71,71000,Royal Klocko,vegan,70,other,maybe,4,26.03289726818201,87.60751550424253,,,,
72,72000,Stacey Legros,none,24,male,maybe,6,90.33032847307948,82.71821878284749,,,,
73,73000,Garland Little,veggie,77,other,yes,6,36.812081987072034,34.83639905226074,,,,
74,74000,Dennise Boyer,veggie,40,other,no,5,34.65815859592308,74.3735180432705,,,,
75,75000,Miquel Beatty,none,20,male,maybe,1,38.51674514331423,58.14135119000415,,,,
76,76000,Cortney Kerluke,none,87,male,no,5,24.075145136966448,98.02956929145425,,,,
77,77000,Tonda Sawayn,meat,23,female,yes,2,69.72797632535473,11.726560913582613,,,,
78,78000,Lewis Carter,vegan,2,female,yes,8,14.017577655113694,26.721559942958365,,,,
79,79000,Cleveland Hudson,veggie,44,male,no,3,70.29085901333852,33.24480658004863,,,,
80,80000,Julee Zulauf,none,16,male,yes,8,92.12556731436662,85.69835555444256,,,,
81,81000,Kasi Reichert,meat,32,other,no,9,22.650652011320393,53.835233642603264,,,,
82,82000,Le Stroman,vegan,54,other,yes,5,52.28407955821507,47.47324017735455,,,,
83,83000,Lynnette Mohr,none,6,female,yes,7,4.578861192985563,68.49148206333795,,,,
84,84000,Blanche Weimann,veggie,4,male,no,4,15.108399385411387,41.0121256839287,,,,
85,85000,Drew Predovic,none,87,other,no,3,7.175863584600457,10.807112344858908,,,,
86,86000,Antonio Hills,veggie,50,female,yes,0,17.217914728838053,84.89142138448094,,,,
87,87000,Leigh Rice,vegan,83,other,yes,1,33.14187810766234,44.94068463731931,,,,
88,88000,Sharda Hammes,meat,97,male,maybe,7,78.84656651280277,94.75615629036174,,,,
89,89000,Chara Yundt,veggie,71,male,no,4,60.55545094612183,20.014577620924975,,,,
90,90000,Krishna Schumm,veggie,85,female,yes,5,81.61255074778644,92.23487423305734,,,,
91,91000,Dale Gulgowski,veggie,51,male,maybe,6,21.258914924930835,44.955760956237654,,,,
92,92000,Salley Carter,meat,2,male,yes,6,32.10484298220658,65.02569410011479,,,,
93,93000,Tenesha Bashirian,veggie,2,female,maybe,4,52.52775322659013,51.62202571796104,,,,
94,94000,Carline Anderson,vegan,86,other,yes,7,84.6623483298793,44.79258113033832,,,,
95,95000,Cleveland Kuvalis,meat,81,other,yes,7,44.836259158429634,68.52112342119662,,,,
96,96000,Fletcher Weissnat,meat,62,male,no,0,64.92780738451088,35.828409104623894,,,,
97,97000,Oren Hilll,vegan,19,other,maybe,6,84.31671057473469,64.1918858110563,,,,
98,98000,Yong Kuhn,veggie,30,male,maybe,7,40.85528179839305,13.23370609124902,,,,
99,99000,Ira Cruickshank,meat,5,male,yes,7,76.07475999120722,23.58120460044637,,,,
100,100000,Sherwood Hoppe,meat,69,male,maybe,4,20.43002031369612,90.50280869511852,,,,
101,101000,Herbert Becker,none,54,female,no,9,64.29989846516987,91.5770703964418,,,,
102,102000,Waylon D'Amore,meat,83,other,maybe,3,13.668458814403833,45.33280358690391,,,,
103,103000,Adena Koss,none,60,female,no,2,17.165423382159695,38.84202348252026,,,,
104,104000,Josue Boehm,meat,37,female,yes,7,51.08102968858243,47.3987873070068,,,,
105,105000,Dannielle Ward,vegan,55,female,no,3,62.52031545551916,71.37078336926199,,,,
106,106000,Erasmo Ledner,meat,41,male,no,2,38.713458534376564,78.49085577162877,,,,
107,107000,Zachary Rosenbaum,veggie,24,other,no,8,77.75968963852718,27.734611704571304,,,,
108,108000,Jerrod Jones,veggie,51,other,maybe,3,1.40508956383466,70.1474668565725,,,,
109,109000,Kendal Breitenberg,meat,63,female,maybe,9,82.83351617472668,22.623205652729094,,,,
110,110000,Mertie Leffler,meat,62,male,no,3,23.751071543985123,5.152235551464111,,,,
111,111000,Patrice Monahan,vegan,72,male,maybe,8,71.45072514742377,41.67931870334286,,,,
112,112000,Jeff Upton,none,43,other,no,9,95.05822866747761,15.63636319232097,,,,
113,113000,Milissa Kertzmann,vegan,20,male,no,0,70.94483906777448,46.06337824696172,,,,
114,114000,Jamal Treutel,vegan,74,other,maybe,5,31.590841236099283,73.11683234585571,,,,
115,115000,Romaine Hilll,meat,57,other,yes,4,4.13210162452167,6.047999312327858,,,,
116,116000,Jarrod Breitenberg,meat,76,other,maybe,0,26.828166188416738,72.19290069597356,,,,
117,117000,Anabel MacGyver,vegan,49,female,yes,0,70.14972704101149,81.94761008133268,,,,
118,118000,Dorothy Bradtke,none,14,other,yes,1,30.895696889786482,86.87943385030492,,,,
119,119000,Trent Keebler,veggie,73,male,yes,3,23.466246645642457,95.46841403832774,,,,
120,120000,Emmitt Yundt,veggie,31,male,no,0,45.93450861430958,8.685178081148356,,,,
121,121000,Jerrold Olson,vegan,43,female,no,8,14.108432471070715,67.20263290132142,,,,
122,122000,Nicolasa Crooks,vegan,54,other,no,1,88.53780766090047,55.22457247675104,,,,
123,123000,Rogelio Reichert,none,85,male,no,0,61.825699829309606,94.14554138237682,,,,
124,124000,Shella Langworth,none,54,female,maybe,9,76.8139750645316,51.158594389343264,,,,
125,125000,Porter Kilback,meat,98,other,yes,1,14.374486305376937,36.90183017721783,,,,
126,126000,Santo Batz,none,58,female,maybe,5,72.43451984244315,74.68142104672368,,,,
127,127000,Reed Goldner,vegan,41,other,no,5,48.9690085551093,7.658005700584646,,,,
128,128000,Zulema Parisian,meat,20,male,yes,7,49.13602605244189,19.70089948262248,,,,
129,129000,Jacelyn Labadie,none,12,male,maybe,1,80.6478879091459,99.98767239065553,,,,
130,130000,Ruth Franecki,vegan,93,other,maybe,8,58.27347234472083,34.81960775106383,,,,
131,131000,Brock Ferry,veggie,77,female,no,4,84.83983333800363,43.624022893467654,,,,
132,132000,Ralph Breitenberg,veggie,37,other,yes,9,27.805743920674796,6.405634751769055,,,,
133,133000,Duane Waters,veggie,71,female,maybe,7,68.8239935556127,39.63698530469231,,,,
134,134000,Quentin Barrows,vegan,75,male,maybe,1,51.204010701141264,3.492211110245136,,,,
135,135000,Trenton Corwin,meat,40,other,yes,4,53.906624320155885,58.250747880512435,,,,
136,136000,Ruthanne Maggio,veggie,50,female,no,5,28.39084975418861,3.4048892799406394,,,,
137,137000,Huey Kiehn,none,41,other,maybe,5,21.674124032832328,44.442850411479846,,,,
138,138000,Isaias Gaylord,veggie,45,other,yes,8,92.95756291206061,72.35956449536693,,,,
139,139000,Leland Kihn,none,50,male,maybe,0,77.78360795772194,81.33263480533394,,,,
140,140000,Lauren Koepp,vegan,80,male,yes,9,64.44527111465013,46.48039446452346,,,,
141,141000,Gilberto Stanton,vegan,24,other,maybe,3,78.17818777560319,38.19653293842587,,,,
142,142000,Cesar Cummerata,veggie,41,other,maybe,9,63.39878006452866,88.96065772697817,,,,
143,143000,Marcia Kling,vegan,57,other,yes,4,22.004784078895725,47.79870211531745,,,,
144,144000,Broderick Franecki,veggie,30,male,maybe,3,56.92476279348329,39.639714873997384,,,,
145,145000,Nicholas Steuber,none,36,male,maybe,1,56.648843765437796,12.771651834098785,,,,
146,146000,Monty McCullough,vegan,91,male,no,6,8.887997126789134,21.657049336173053,,,,
147,147000,Galina Goyette,meat,80,other,maybe,0,22.11910674563482,73.58183117435264,,,,
148,148000,Iesha Metz,none,69,other,maybe,5,90.45099724735402,49.7794359998036,,,,
149,149000,Dennis Bergstrom,none,8,male,no,1,32.07574144706499,84.3574030984761,,,,
150,150000,Coleman Reilly,none,62,male,no,5,4.918442040719141,61.13472156488889,,,,
151,151000,Imogene Hoeger,veggie,42,male,no,6,11.17050378381438,24.064159842976977,,,,
152,152000,Gregory Fay,veggie,35,female,no,5,72.90030023951766,45.33262419889296,,,,
153,153000,Norris Mueller,veggie,85,other,no,7,45.10333627259306,40.971365797582514,,,,
154,154000,Alonzo Lueilwitz,none,89,male,no,6,94.68127617898911,70.8307609453521,,,,
155,155000,Abel Kuhn,vegan,26,male,maybe,3,50.91720848951517,22.399991756144814,,,,
156,156000,Talia Keeling,vegan,80,male,no,1,55.47825965881801,25.687183469325284,,,,
157,157000,Minnie Feeney,veggie,44,female,no,8,4.035443256654848,81.10352351823363,,,,
158,158000,Quinn Beahan,none,95,male,yes,2,50.30150963905851,97.17940152174177,,,,
159,159000,Sammy MacGyver,none,34,other,no,5,68.81335342538767,51.00757564468119,,,,
160,160000,Erich Nolan,vegan,49,female,no,1,27.870395370368776,88.41591201653293,,,,
161,161000,Andrea Klocko,vegan,49,other,yes,3,65.67986909241662,75.23908196096252,,,,
162,162000,Kallie Wisozk,meat,49,male,no,8,23.034285882631536,71.07321482442904,,,,
163,163000,Alec Bailey,veggie,84,male,yes,4,20.67480982103129,48.109442480495055,,,,
164,164000,Frederic Little,veggie,61,female,maybe,9,4.294734195741682,15.312203709029385,,,,
165,165000,Jeromy Rowe,vegan,81,other,no,0,79.00734286733135,18.630638546286573,,,,
166,166000,Chelsey Leannon,veggie,22,male,yes,8,2.5597295596125287,89.74147070032969,,,,
167,167000,Robbi Zieme,vegan,7,male,maybe,3,90.46353089571929,83.0140074508766,,,,
168,168000,Alphonse Hickle,meat,22,female,maybe,7,22.79419720791027,58.97698859068293,,,,
169,169000,Salvatore Howe,veggie,0,female,maybe,3,21.66596755929089,86.93652169970177,,,,
170,170000,Kris McDermott,meat,44,other,maybe,0,48.72482967628324,87.76406785499218,,,,
171,171000,Lourie Dare,meat,42,female,yes,6,30.50267307607611,49.12754990895162,,,,
172,172000,Buford Morissette,meat,85,male,yes,6,38.66731034421025,18.36209306765945,,,,
173,173000,Cordell Funk,none,51,male,no,4,88.7613513962178,45.16618855002712,,,,
174,174000,Mauro Wolff,veggie,75,male,maybe,4,97.88095310761634,3.6698128641403645,,,,
175,175000,Haydee Bechtelar,meat,56,male,no,6,19.51930636030594,56.52203649777008,,,,
176,176000,Sebastian Glover,meat,8,male,no,4,64.46680922117586,37.95108935233261,,,,
177,177000,Kaitlyn Larson,vegan,17,female,maybe,1,62.61906270878032,83.08235219794041,,,,
178,178000,Kecia Grady,meat,68,female,no,2,98.22989897761805,44.33120686843794,,,,
179,179000,Dion Wiegand,meat,32,other,no,5,24.296000989196727,31.26549385880425,,,,
180,180000,Giovanni Nicolas,none,48,female,no,1,5.299081995279219,78.62172226683144,,,,
181,181000,Rigoberto Beatty,veggie,79,male,yes,8,28.503552429718038,17.360222820093576,,,,
182,182000,Lawerence Russel,vegan,19,other,maybe,4,92.71974817719688,35.50335833649783,,,,
183,183000,Felice Langosh,none,56,female,yes,2,81.75813375662065,14.590526650952064,,,,
184,184000,Herbert Robel,meat,96,female,yes,7,3.6538498057151365,57.99545437636002,,,,
185,185000,Olin Gerlach,veggie,64,male,maybe,7,56.021456550416076,45.04210733191719,,,,
186,186000,Mittie Goldner,meat,61,female,no,4,69.14732214510002,47.55949850774686,,,,
187,187000,Eleonor Boyer,veggie,7,male,yes,7,45.84580989648991,46.26568568930521,,,,
188,188000,Shanika Willms,meat,3,female,no,1,18.40670907561663,9.389827052190174,,,,
189,189000,Tuan Shields,none,35,female,maybe,4,11.99137048128896,39.10015910409835,,,,
190,190000,Terry Funk,vegan,86,female,maybe,8,30.208002969205005,2.260823454981894,,,,
191,191000,Vincent Metz,veggie,49,other,maybe,3,61.36777279323054,41.89260178719954,,,,
192,192000,Ty Grant,meat,64,female,maybe,3,58.26931780511552,8.032809441100264,,,,
193,193000,Bobbie Anderson,none,37,male,no,9,9.223921155843268,18.188621727677443,,,,
194,194000,Sergio Stroman,veggie,65,male,yes,5,66.71131984912462,79.94002293425758,,,,
195,195000,Ronny Jones,meat,28,other,no,2,90.34930485251506,20.235048381487193,,,,
196,196000,Don Kirlin,meat,69,female,no,0,48.72219481865632,5.412959457654522,,,,
197,197000,Bernard Ratke,vegan,29,male,no,0,48.502846726049704,9.847823595247972,,,,
198,198000,Jarrett Glover,none,36,male,no,8,48.269548435545296,16.914033930345372,,,,
199,199000,Dalton Hackett,veggie,33,other,no,3,80.80258416159963,92.49309864471904,,,,
200,200000,Stefan Hand,vegan,62,female,maybe,8,45.612632517577474,11.999678281257351,,,,
201,201000,Alix Homenick,veggie,71,female,maybe,3,22.205220329328935,59.848944430249816,,,,
202,202000,Domenic Stoltenberg,veggie,79,male,no,2,63.447852211146106,34.019065282271825,,,,
203,203000,Troy Koss,none,82,other,yes,0,24.619038426703444,42.826011313483995,,,,
204,204000,Cammy Koelpin,meat,90,female,no,3,94.0134435930717,49.350629363867384,,,,
205,205000,Eduardo Schulist,meat,17,female,no,1,18.236471942247547,8.656008947224311,,,,
206,206000,Cassie Walter,veggie,44,female,no,4,48.24013247755551,20.787513505609827,,,,
207,207000,Erwin O'Reilly,veggie,87,other,maybe,1,21.50542132558878,6.372259609696795,,,,
208,208000,Roberto Moen,none,2,female,no,1,12.438360679011923,79.39866688190853,,,,
209,209000,Margorie Okuneva,none,15,male,yes,7,17.866183008709207,51.772373747850544,,,,
210,210000,Dalton Roberts,none,68,other,yes,0,21.960525091521042,6.007581377935118,,,,
211,211000,Elise Kiehn,veggie,83,female,maybe,0,63.404398546613145,63.19775035847386,,,,
212,212000,Georgine Zemlak,none,61,female,yes,1,56.81629900408108,51.434104180774135,,,,
213,213000,Toney Dietrich,veggie,67,other,maybe,5,22.76582398764562,29.526210753953524,,,,
214,214000,Ela Schmidt,meat,74,female,no,5,11.15055646117275,97.20345525026055,,,,
215,215000,Ramon Schiller,meat,35,other,yes,3,93.79512247767265,33.01002294379178,,,,
216,216000,Sook Ledner,veggie,50,other,yes,8,73.07549764362093,71.70906556631903,,,,
217,217000,Jerry Lebsack,meat,73,female,no,5,1.4279485912819636,58.737252748964636,,,,
218,218000,Mauricio Runolfsdottir,veggie,1,other,maybe,7,10.884799393319954,71.82038805011588,,,,
219,219000,Mertie O'Kon,none,80,female,no,2,56.74662114180599,55.152345318754755,,,,
220,220000,Filomena Davis,none,42,other,maybe,2,24.074249177923974,17.159324862382963,,,,
221,221000,Latosha Brekke,none,71,female,no,0,20.680191619910598,87.88541513420812,,,,
222,222000,Perla Parisian,vegan,47,male,maybe,6,53.52909477954901,54.07886163632686,,,,
223,223000,Holly Runolfsdottir,meat,86,other,no,5,16.452936999797608,5.2540139384467075,,,,
224,224000,Alessandra Beier,none,23,female,no,7,50.54805311695699,58.208684234692356,,,,
225,225000,Ida Hodkiewicz,none,14,other,maybe,8,56.167683626919114,78.46650155796095,,,,
226,226000,Wilfred Zemlak,meat,45,other,no,8,47.129446178290415,14.783185250988994,,,,
227,227000,Leanna Lubowitz,vegan,13,female,yes,1,30.760388275256982,69.80247398229191,,,,
228,228000,Hisako Jast,veggie,95,female,no,0,39.09629655631347,13.199210260286122,,,,
229,229000,Gilberto Johns,vegan,3,other,no,3,41.45813176743057,62.86105200066802,,,,
230,230000,Moises Haag,vegan,8,female,maybe,8,15.451594689896949,84.07367739226855,,,,
231,231000,Clayton Lang,meat,84,male,no,1,6.726848098232944,2.2486171130423496,,,,
232,232000,Hassan Pollich,none,58,other,no,2,7.032430784314968,25.639590163612148,,,,
233,233000,Shari Wuckert,veggie,65,male,yes,7,35.25556182457826,53.408324727636135,,,,
234,234000,Chris Emmerich,vegan,25,other,yes,0,17.455714429223722,45.78491172966249,,,,
235,235000,Kelly Cartwright,none,23,male,yes,6,44.07968640298836,30.795225745938254,,,,
236,236000,Cyril Welch,none,26,other,no,7,75.61079842739147,60.768401481891246,,,,
237,237000,Augustine Lakin,meat,33,male,maybe,0,85.42200085034749,88.59595660181331,,,,
238,238000,Rene Hoeger,none,93,female,maybe,8,61.570853438984074,17.23534723997539,,,,
239,239000,Ozie Hudson,vegan,65,male,no,2,73.16495001402855,35.01529095750129,,,,
240,240000,Sheridan Dare,veggie,64,other,yes,7,65.58475372539678,14.209074564163808,,,,
241,241000,Wilhemina Weimann,vegan,14,female,yes,0,85.68641093755875,79.61713236473764,,,,
242,242000,Willy Price,meat,83,other,maybe,8,56.058032007560044,57.33947393377623,,,,
243,243000,Sabra Labadie,none,84,male,yes,7,61.382345806738876,81.29433019710909,,,,
244,244000,Isiah Schmidt,meat,10,female,no,5,7.275905271939055,44.65515508123419,,,,
245,245000,Harley Gleichner,vegan,13,male,maybe,2,98.24735033532686,38.81582285448138,,,,
246,246000,Risa Lowe,veggie,69,female,yes,2,56.61056779942805,24.491971033138814,,,,
247,247000,Gilbert Grady,meat,53,male,no,8,71.08079477112442,57.95419765021628,,,,
248,248000,Joannie Stiedemann,vegan,87,male,no,1,6.134433850779568,88.25814925512168,,,,
249,249000,Adelaide Gibson,none,8,male,yes,5,30.706752262631056,79.5439357435113,,,,
250,250000,Natacha Thiel,veggie,36,other,maybe,2,63.17710620734565,88.71447349201526,,,,
251,251000,Malena Wuckert,veggie,61,female,maybe,7,75.13024123509776,53.05595718936724,,,,
252,252000,Venessa Hahn,veggie,0,other,yes,8,71.09476824015354,14.294289927687215,,,,
253,253000,Tawna McLaughlin,meat,97,other,maybe,1,39.876531824273805,51.510611716897166,,,,
254,254000,Clara Jacobs,none,60,male,maybe,3,55.80274134204887,34.01083928410815,,,,
255,255000,Gary Konopelski,veggie,85,other,yes,9,52.33436322081357,75.27211642295765,,,,
256,256000,Maurice Cole,none,97,female,maybe,4,74.0902635566905,7.660872477817537,,,,
257,257000,Thad Schuster,meat,8,male,no,5,54.63776405178357,54.99860410984088,,,,
258,258000,Garret Treutel,veggie,50,male,yes,4,3.224662645080101,83.66987745644144,,,,
259,259000,Brittney Feeney,meat,58,male,maybe,4,73.8596298786193,52.26793424710695,,,,
260,260000,Angelyn Beatty,veggie,48,other,maybe,8,34.26587805863423,57.87879838617471,,,,
261,261000,Helga Kshlerin,vegan,68,male,no,1,43.34783730035668,1.5494110241720844,,,,
262,262000,Refugia Heathcote,none,37,other,maybe,8,48.61256286340913,64.19730095877462,,,,
263,263000,Rosenda Ruecker,none,61,other,no,0,58.59139925334448,15.316464916421756,,,,
264,264000,Casey Emard,vegan,83,female,maybe,7,86.90688682293761,79.44867189837991,,,,
265,265000,Clement Reichert,vegan,24,female,maybe,0,23.219062369280994,48.57569956499186,,,,
266,266000,Stevie Fay,none,21,other,maybe,7,46.40840890939991,92.4752850301215,,,,
267,267000,Gerald Wunsch,meat,61,other,yes,3,38.81871118480705,38.773504199709656,,,,
268,268000,Vannessa Ruecker,veggie,61,other,no,6,43.01942272724713,47.75806165619746,,,,
269,269000,Albert Bartell,meat,76,male,no,8,86.1177026971783,20.999817674377933,,,,
270,270000,Mohamed Bernhard,none,6,other,no,7,42.99464548738633,80.54458159285176,,,,
271,271000,Stan Hagenes,meat,3,male,yes,3,31.97117250258545,22.096700104578733,,,,
272,272000,Vincenzo Altenwerth,veggie,97,other,maybe,9,33.14770959010054,9.010889558526143,,,,
273,273000,Clarence Jaskolski,meat,69,female,yes,4,45.50368756499021,62.53514188439742,,,,
274,274000,Apryl Blanda,meat,97,other,no,6,37.362709925179715,2.9099854858915215,,,,
275,275000,Neville Rosenbaum,veggie,77,male,maybe,4,35.40320965720813,95.76575030136928,,,,
276,276000,Kraig Mayer,veggie,81,female,maybe,1,35.62091716559538,27.180795087996824,,,,
277,277000,Shawnda Schuster,vegan,29,male,no,6,1.468462702374102,3.4652130624950566,,,,
278,278000,Reed Schimmel,meat,98,male,no,1,68.97780220658461,53.20922281593446,,,,
279,279000,Quintin Medhurst,vegan,43,other,no,5,37.90505261090934,12.799712075543344,,,,
280,280000,Alejandrina Torphy,meat,35,female,maybe,7,11.73007904380535,66.69399259002334,,,,
281,281000,Geoffrey Kutch,vegan,15,male,maybe,2,67.27516210901776,30.92397765965008,,,,
282,282000,Steve Jacobi,vegan,82,male,maybe,1,26.353677295672384,55.625121168924395,,,,
283,283000,Lance Kunde,vegan,57,female,yes,3,27.915287653137725,88.9386114058476,,,,
284,284000,Aleta Veum,none,8,other,maybe,1,18.641836476328262,95.7150657400478,,,,
285,285000,Loyd Lehner,vegan,75,other,maybe,8,47.87646215789254,90.5505579806167,,,,
286,286000,Reanna Bradtke,vegan,73,male,maybe,3,96.69348680602519,2.5762136686536024,,,,
287,287000,Keshia Treutel,vegan,4,female,maybe,2,84.43521976011507,37.15933164788709,,,,
288,288000,Bernie Stamm,vegan,92,male,no,7,90.62317785410167,72.61009730408024,,,,
289,289000,Barrett Wintheiser,meat,92,male,maybe,1,46.632437246690955,2.079078341764869,,,,
290,290000,Aleen Block,vegan,11,other,yes,6,92.26276135003567,13.855882587979302,,,,
291,291000,Marlon Douglas,meat,84,male,maybe,5,71.8252127744612,15.899242779610967,,,,
292,292000,Vito Kshlerin,meat,23,other,yes,6,74.816870806621,67.16425481894524,,,,
293,293000,Bobby Rutherford,vegan,28,other,no,5,25.480192683808998,91.59155375948133,,,,
294,294000,Catherin Wisoky,vegan,52,other,maybe,7,86.40981665865299,11.546301980841566,,,,
295,295000,Lien Cummerata,vegan,27,female,no,9,49.98263414460298,44.54112546891146,,,,
296,296000,Carol Waelchi,vegan,47,other,no,6,70.13978256444047,76.5359382564838,,,,
297,297000,Sal Hane,meat,45,female,maybe,6,3.587518701110581,44.742633077699814,,,,
